Match_ID,Start Date,Country,Country_ID,Opposition,Ground,Toss,Score,Wickets,Overs,RPO,Target,Inns,Margin,Result
ODI # 3855,25-Mar-17,SriLanka,8,Bangladesh,Dambulla,won,234,10,45.1,5.18,325,2,90 runs,lost
ODI # 3855,25-Mar-17,Bangladesh,25,Sri Lanka,Dambulla,lost,324,5,50,6.48,,1,90 runs,won
ODI # 3858,01-Apr-17,SriLanka,8,Bangladesh,Colombo (SSC),lost,280,9,50,5.6,,1,70 runs,won
ODI # 3858,01-Apr-17,Bangladesh,25,Sri Lanka,Colombo (SSC),won,210,10,44.3,4.71,281,2,70 runs,lost
ODI # 3861,07-Apr-17,WestIndies,4,Pakistan,Providence,won,309,6,49,6.3,309,2,4 wickets,won
ODI # 3861,07-Apr-17,Pakistan,7,West Indies,Providence,lost,308,5,50,6.16,,1,4 wickets,lost
ODI # 3862,09-Apr-17,WestIndies,4,Pakistan,Providence,won,208,10,44.5,4.63,283,2,74 runs,lost
ODI # 3862,09-Apr-17,Pakistan,7,West Indies,Providence,lost,282,5,50,5.64,,1,74 runs,won
ODI # 3863,11-Apr-17,WestIndies,4,Pakistan,Providence,won,233,9,50,4.66,,1,6 wickets,lost
ODI # 3863,11-Apr-17,Pakistan,7,West Indies,Providence,lost,236,4,43.1,5.46,234,2,6 wickets,won
ODI # 3868,17-May-17,Newzealad,5,Bangladesh,Dublin,won,258,6,47.3,5.43,258,2,4 wickets,won
ODI # 3868,17-May-17,Bangladesh,25,New Zealand,Dublin,lost,257,9,50,5.14,,1,4 wickets,lost
ODI # 3871,24-May-17,Newzealad,5,Bangladesh,Dublin,lost,270,8,50,5.4,,1,5 wickets,lost
ODI # 3871,24-May-17,Bangladesh,25,New Zealand,Dublin,won,271,5,48.2,5.6,271,2,5 wickets,won
ODI # 3872,24-May-17,SouthAfrica,3,England,Leeds,won,267,10,45,5.93,340,2,72 runs,lost
ODI # 3872,24-May-17,England,1,South Africa,Leeds,lost,339,6,50,6.78,,1,72 runs,won
ODI # 3873,27-May-17,SouthAfrica,3,England,Southampton,won,328,5,50,6.56,331,2,2 runs,lost
ODI # 3873,27-May-17,England,1,South Africa,Southampton,lost,330,6,50,6.6,,1,2 runs,won
ODI # 3874,29-May-17,SouthAfrica,3,England,Lord's,won,156,3,28.5,5.41,154,2,7 wickets,won
ODI # 3874,29-May-17,England,1,South Africa,Lord's,lost,153,10,31.1,4.9,,1,7 wickets,lost
ODI # 3875,01-Jun-17,England,1,Bangladesh,The Oval,won,308,2,47.2,6.5,306,2,8 wickets,won
ODI # 3875,01-Jun-17,Bangladesh,25,England,The Oval,lost,305,6,50,6.1,,1,8 wickets,lost
ODI # 3877,03-Jun-17,SriLanka,8,South Africa,The Oval,won,203,10,41.3,4.89,300,2,96 runs,lost
ODI # 3877,03-Jun-17,SouthAfrica,3,Sri Lanka,The Oval,lost,299,6,50,5.98,,1,96 runs,won
ODI # 3878,04-Jun-17,Pakistan,7,India,Birmingham,won,164,10,33.4,4.87,289,2,124 runs,lost
ODI # 3878,04-Jun-17,India,6,Pakistan,Birmingham,lost,319,3,48,6.64,,1,124 runs,won
ODI # 3880,06-Jun-17,Newzealad,5,England,Cardiff,won,223,10,44.3,5.01,311,2,87 runs,lost
ODI # 3880,06-Jun-17,England,1,New Zealand,Cardiff,lost,310,10,49.3,6.26,,1,87 runs,won
ODI # 3881,07-Jun-17,SouthAfrica,3,Pakistan,Birmingham,won,219,8,50,4.38,,1,19 runs,lost
ODI # 3881,07-Jun-17,Pakistan,7,South Africa,Birmingham,lost,119,3,27,4.4,101,2,19 runs,won
ODI # 3882,08-Jun-17,SriLanka,8,India,The Oval,won,322,3,48.4,6.61,322,2,7 wickets,won
ODI # 3882,08-Jun-17,India,6,Sri Lanka,The Oval,lost,321,6,50,6.42,,1,7 wickets,lost
ODI # 3883,09-Jun-17,Newzealad,5,Bangladesh,Cardiff,won,265,8,50,5.3,,1,5 wickets,lost
ODI # 3883,09-Jun-17,Bangladesh,25,New Zealand,Cardiff,lost,268,5,47.2,5.66,266,2,5 wickets,won
ODI # 3884,09-Jun-17,WestIndies,4,Afghanistan,Gros Islet,lost,149,10,44.4,3.33,213,2,63 runs,lost
ODI # 3884,09-Jun-17,Afghanistan,40,West Indies,Gros Islet,won,212,6,50,4.24,,1,63 runs,won
ODI # 3885,10-Jun-17,England,1,Australia,Birmingham,won,240,4,40.2,5.95,201,2,40 runs,won
ODI # 3885,10-Jun-17,Australia,2,England,Birmingham,lost,277,9,50,5.54,,1,40 runs,lost
ODI # 3886,11-Jun-17,SouthAfrica,3,India,The Oval,lost,191,10,44.3,4.29,,1,8 wickets,lost
ODI # 3886,11-Jun-17,India,6,South Africa,The Oval,won,193,2,38,5.07,192,2,8 wickets,won
ODI # 3887,11-Jun-17,WestIndies,4,Afghanistan,Gros Islet,lost,138,6,39.2,3.5,136,2,4 wickets,won
ODI # 3887,11-Jun-17,Afghanistan,40,West Indies,Gros Islet,won,135,10,37.3,3.6,,1,4 wickets,lost
ODI # 3888,12-Jun-17,SriLanka,8,Pakistan,Cardiff,lost,236,10,49.2,4.78,,1,3 wickets,lost
ODI # 3888,12-Jun-17,Pakistan,7,Sri Lanka,Cardiff,won,237,7,44.5,5.28,237,2,3 wickets,won
ODI # 3889,14-Jun-17,Pakistan,7,England,Cardiff,won,215,2,37.1,5.78,212,2,8 wickets,won
ODI # 3889,14-Jun-17,England,1,Pakistan,Cardiff,lost,211,10,49.5,4.23,,1,8 wickets,lost
ODI # 3891,15-Jun-17,India,6,Bangladesh,Birmingham,won,265,1,40.1,6.59,265,2,9 wickets,won
ODI # 3891,15-Jun-17,Bangladesh,25,India,Birmingham,lost,264,7,50,5.28,,1,9 wickets,lost
ODI # 3894,18-Jun-17,Pakistan,7,India,The Oval,lost,338,4,50,6.76,,1,180 runs,won
ODI # 3894,18-Jun-17,India,6,Pakistan,The Oval,won,158,10,30.3,5.18,339,2,180 runs,lost
ODI # 3896,25-Jun-17,WestIndies,4,India,Port of Spain,won,205,6,43,4.76,311,2,105 runs,lost
ODI # 3896,25-Jun-17,India,6,West Indies,Port of Spain,lost,310,5,43,7.2,,1,105 runs,won
ODI # 3898,30-Jun-17,WestIndies,4,India,North Sound,won,158,10,38.1,4.13,252,2,93 runs,lost
ODI # 3898,30-Jun-17,India,6,West Indies,North Sound,lost,251,4,50,5.02,,1,93 runs,won
ODI # 3900,02-Jul-17,WestIndies,4,India,North Sound,won,189,9,50,3.78,,1,11 runs,won
ODI # 3900,02-Jul-17,India,6,West Indies,North Sound,lost,178,10,49.4,3.58,190,2,11 runs,lost
ODI # 3902,06-Jul-17,WestIndies,4,India,Kingston,won,205,9,50,4.1,,1,8 wickets,lost
ODI # 3902,06-Jul-17,India,6,West Indies,Kingston,lost,206,2,36.5,5.59,206,2,8 wickets,won
ODI # 3905,20-Aug-17,SriLanka,8,India,Dambulla,lost,216,10,43.2,4.98,,1,9 wickets,lost
ODI # 3905,20-Aug-17,India,6,Sri Lanka,Dambulla,won,220,1,28.5,7.63,217,2,9 wickets,won
ODI # 3906,24-Aug-17,SriLanka,8,India,Pallekele,lost,236,8,50,4.72,,1,3 wickets,lost
ODI # 3906,24-Aug-17,India,6,Sri Lanka,Pallekele,won,231,7,44.2,5.21,231,2,3 wickets,won
ODI # 3907,27-Aug-17,SriLanka,8,India,Pallekele,won,217,9,50,4.34,,1,6 wickets,lost
ODI # 3907,27-Aug-17,India,6,Sri Lanka,Pallekele,lost,218,4,45.1,4.82,218,2,6 wickets,won
ODI # 3908,31-Aug-17,SriLanka,8,India,Colombo (RPS),lost,207,10,42.4,4.85,376,2,168 runs,lost
ODI # 3908,31-Aug-17,India,6,Sri Lanka,Colombo (RPS),won,375,5,50,7.5,,1,168 runs,won
ODI # 3909,03-Sep-17,SriLanka,8,India,Colombo (RPS),won,238,10,49.4,4.79,,1,6 wickets,lost
ODI # 3909,03-Sep-17,India,6,Sri Lanka,Colombo (RPS),lost,239,4,46.3,5.13,239,2,6 wickets,won
ODI # 3910,17-Sep-17,India,6,Australia,Chennai,won,281,7,50,5.62,,1,26 runs,won
ODI # 3910,17-Sep-17,Australia,2,India,Chennai,lost,137,9,21,6.52,164,2,26 runs,lost
ODI # 3911,19-Sep-17,WestIndies,4,England,Manchester,won,204,9,42,4.85,,1,7 wickets,lost
ODI # 3911,19-Sep-17,England,1,West Indies,Manchester,lost,210,3,30.5,6.81,205,2,7 wickets,won
ODI # 3912,21-Sep-17,India,6,Australia,Kolkata,won,252,10,50,5.04,,1,50 runs,won
ODI # 3912,21-Sep-17,Australia,2,India,Kolkata,lost,202,10,43.1,4.67,253,2,50 runs,lost
ODI # 3914,24-Sep-17,India,6,Australia,Indore,lost,294,5,47.5,6.14,294,2,5 wickets,won
ODI # 3914,24-Sep-17,Australia,2,India,Indore,won,293,6,50,5.86,,1,5 wickets,lost
ODI # 3915,24-Sep-17,WestIndies,4,England,Bristol,won,245,10,39.1,6.25,370,2,124 runs,lost
ODI # 3915,24-Sep-17,England,1,West Indies,Bristol,lost,369,9,50,7.38,,1,124 runs,won
ODI # 3916,27-Sep-17,WestIndies,4,England,The Oval,lost,356,5,50,7.12,,1,6 runs,lost
ODI # 3916,27-Sep-17,England,1,West Indies,The Oval,won,258,5,35.1,7.33,253,2,6 runs,won
ODI # 3917,28-Sep-17,India,6,Australia,Bengaluru,lost,313,8,50,6.26,335,2,21 runs,lost
ODI # 3917,28-Sep-17,Australia,2,India,Bengaluru,won,334,5,50,6.68,,1,21 runs,won
ODI # 3918,29-Sep-17,WestIndies,4,England,Southampton,lost,288,6,50,5.76,,1,9 wickets,lost
ODI # 3918,29-Sep-17,England,1,West Indies,Southampton,won,294,1,38,7.73,289,2,9 wickets,won
ODI # 3919,01-Oct-17,India,6,Australia,Nagpur,lost,243,3,42.5,5.67,243,2,7 wickets,won
ODI # 3919,01-Oct-17,Australia,2,India,Nagpur,won,242,9,50,4.84,,1,7 wickets,lost
ODI # 3922,13-Oct-17,SriLanka,8,Pakistan,Dubai (DSC),won,209,8,50,4.18,293,2,83 runs,lost
ODI # 3922,13-Oct-17,Pakistan,7,Sri Lanka,Dubai (DSC),lost,292,6,50,5.84,,1,83 runs,won
ODI # 3923,15-Oct-17,SouthAfrica,3,Bangladesh,Kimberley,lost,282,0,42.5,6.58,279,2,10 wickets,won
ODI # 3923,15-Oct-17,Bangladesh,25,South Africa,Kimberley,won,278,7,50,5.56,,1,10 wickets,lost
ODI # 3924,16-Oct-17,SriLanka,8,Pakistan,Abu Dhabi,lost,187,10,48,3.89,220,2,32 runs,lost
ODI # 3924,16-Oct-17,Pakistan,7,Sri Lanka,Abu Dhabi,won,219,9,50,4.38,,1,32 runs,won
ODI # 3925,18-Oct-17,SouthAfrica,3,Bangladesh,Paarl,lost,353,6,50,7.06,,1,104 runs,won
ODI # 3925,18-Oct-17,Bangladesh,25,South Africa,Paarl,won,249,10,47.5,5.2,354,2,104 runs,lost
ODI # 3926,18-Oct-17,SriLanka,8,Pakistan,Abu Dhabi,won,208,10,48.2,4.3,,1,7 wickets,lost
ODI # 3926,18-Oct-17,Pakistan,7,Sri Lanka,Abu Dhabi,lost,209,3,42.3,4.91,209,2,7 wickets,won
ODI # 3927,20-Oct-17,SriLanka,8,Pakistan,Sharjah,won,173,10,43.4,3.96,,1,7 wickets,lost
ODI # 3927,20-Oct-17,Pakistan,7,Sri Lanka,Sharjah,lost,177,3,39,4.53,174,2,7 wickets,won
ODI # 3928,22-Oct-17,Newzealad,5,India,Mumbai,lost,284,4,49,5.79,281,2,6 wickets,won
ODI # 3928,22-Oct-17,India,6,New Zealand,Mumbai,won,280,8,50,5.6,,1,6 wickets,lost
ODI # 3929,22-Oct-17,SouthAfrica,3,Bangladesh,East London,won,369,6,50,7.38,,1,200 runs,won
ODI # 3929,22-Oct-17,Bangladesh,25,South Africa,East London,lost,169,10,40.4,4.15,370,2,200 runs,lost
ODI # 3930,23-Oct-17,SriLanka,8,Pakistan,Sharjah,won,103,10,26.2,3.91,,1,9 wickets,lost
ODI # 3930,23-Oct-17,Pakistan,7,Sri Lanka,Sharjah,lost,105,1,20.2,5.16,104,2,9 wickets,won
ODI # 3931,25-Oct-17,Newzealad,5,India,Pune,won,230,9,50,4.6,,1,6 wickets,lost
ODI # 3931,25-Oct-17,India,6,New Zealand,Pune,lost,232,4,46,5.04,231,2,6 wickets,won
ODI # 3932,29-Oct-17,Newzealad,5,India,Kanpur,won,331,7,50,6.62,338,2,6 runs,lost
ODI # 3932,29-Oct-17,India,6,New Zealand,Kanpur,lost,337,6,50,6.74,,1,6 runs,won
ODI # 3939,10-Dec-17,SriLanka,8,India,Dharamsala,won,114,3,20.4,5.51,113,2,7 wickets,won
ODI # 3939,10-Dec-17,India,6,Sri Lanka,Dharamsala,lost,112,10,38.2,2.92,,1,7 wickets,lost
ODI # 3941,13-Dec-17,SriLanka,8,India,Mohali,won,251,8,50,5.02,393,2,141 runs,lost
ODI # 3941,13-Dec-17,India,6,Sri Lanka,Mohali,lost,392,4,50,7.84,,1,141 runs,won
ODI # 3942,17-Dec-17,SriLanka,8,India,Visakhapatnam,lost,215,10,44.5,4.79,,1,8 wickets,lost
ODI # 3942,17-Dec-17,India,6,Sri Lanka,Visakhapatnam,won,219,2,32.1,6.8,216,2,8 wickets,won
ODI # 3943,20-Dec-17,WestIndies,4,New Zealand,Whangarei,lost,248,9,50,4.96,,1,5 wickets,lost
ODI # 3943,20-Dec-17,Newzealad,5,West Indies,Whangarei,won,249,5,46,5.41,249,2,5 wickets,won
ODI # 3944,23-Dec-17,WestIndies,4,New Zealand,Christchurch,won,121,10,28,4.32,326,2,204 runs,lost
ODI # 3944,23-Dec-17,Newzealad,5,West Indies,Christchurch,lost,325,6,50,6.5,,1,204 runs,won
ODI # 3945,26-Dec-17,WestIndies,4,New Zealand,Christchurch,lost,99,9,23,4.3,166,2,66 runs,lost
ODI # 3945,26-Dec-17,Newzealad,5,West Indies,Christchurch,won,131,4,23,5.69,,1,66 runs,won
ODI # 3946,06-Jan-18,Pakistan,7,New Zealand,Wellington,won,166,6,30.1,5.5,228,2,61 runs,lost
ODI # 3946,06-Jan-18,Newzealad,5,Pakistan,Wellington,lost,315,7,50,6.3,,1,61 runs,won
ODI # 3947,09-Jan-18,Pakistan,7,New Zealand,Nelson,won,246,9,50,4.92,,1,8 wickets,lost
ODI # 3947,09-Jan-18,Newzealad,5,Pakistan,Nelson,lost,151,2,23.5,6.33,151,2,8 wickets,won
ODI # 3949,13-Jan-18,Pakistan,7,New Zealand,Dunedin,lost,74,10,27.2,2.7,258,2,183 runs,lost
ODI # 3949,13-Jan-18,Newzealad,5,Pakistan,Dunedin,won,257,10,50,5.14,,1,183 runs,won
ODI # 3951,14-Jan-18,England,1,Australia,Melbourne,won,308,5,48.5,6.3,305,2,5 wickets,won
ODI # 3951,14-Jan-18,Australia,2,England,Melbourne,lost,304,8,50,6.08,,1,5 wickets,lost
ODI # 3953,16-Jan-18,Pakistan,7,New Zealand,Hamilton,won,262,8,50,5.24,,1,5 wickets,lost
ODI # 3953,16-Jan-18,Newzealad,5,Pakistan,Hamilton,lost,263,5,45.5,5.73,263,2,5 wickets,won
ODI # 3957,19-Jan-18,Pakistan,7,New Zealand,Wellington,lost,256,10,49,5.22,272,2,15 runs,lost
ODI # 3957,19-Jan-18,Newzealad,5,Pakistan,Wellington,won,271,7,50,5.42,,1,15 runs,won
ODI # 3958,19-Jan-18,England,1,Australia,Brisbane,lost,274,6,44.2,6.18,271,2,4 wickets,won
ODI # 3958,19-Jan-18,Australia,2,England,Brisbane,won,270,9,50,5.4,,1,4 wickets,lost
ODI # 3959,19-Jan-18,SriLanka,8,Bangladesh,Dhaka,lost,157,10,32.2,4.85,321,2,163 runs,lost
ODI # 3959,19-Jan-18,Bangladesh,25,Sri Lanka,Dhaka,won,320,7,50,6.4,,1,163 runs,won
ODI # 3960,21-Jan-18,England,1,Australia,Sydney,lost,302,6,50,6.04,,1,16 runs,won
ODI # 3960,21-Jan-18,Australia,2,England,Sydney,won,286,6,50,5.72,303,2,16 runs,lost
ODI # 3965,25-Jan-18,SriLanka,8,Bangladesh,Dhaka,lost,83,0,11.5,7.01,83,2,10 wickets,won
ODI # 3965,25-Jan-18,Bangladesh,25,Sri Lanka,Dhaka,won,82,10,24,3.41,,1,10 wickets,lost
ODI # 3966,26-Jan-18,England,1,Australia,Adelaide,lost,196,10,44.5,4.37,,1,3 wickets,lost
ODI # 3966,26-Jan-18,Australia,2,England,Adelaide,won,197,7,37,5.32,197,2,3 wickets,won
ODI # 3967,27-Jan-18,SriLanka,8,Bangladesh,Dhaka,won,221,10,50,4.42,,1,79 runs,won
ODI # 3967,27-Jan-18,Bangladesh,25,Sri Lanka,Dhaka,lost,142,10,41.1,3.44,222,2,79 runs,lost
ODI # 3968,28-Jan-18,England,1,Australia,Perth,lost,259,10,47.4,5.43,,1,12 runs,won
ODI # 3968,28-Jan-18,Australia,2,England,Perth,won,247,10,48.2,5.11,260,2,12 runs,lost
ODI # 3969,01-Feb-18,SouthAfrica,3,India,Durban,won,269,8,50,5.38,,1,6 wickets,lost
ODI # 3969,01-Feb-18,India,6,South Africa,Durban,lost,270,4,45.3,5.93,270,2,6 wickets,won
ODI # 3970,04-Feb-18,SouthAfrica,3,India,Centurion,lost,118,10,32.2,3.64,,1,9 wickets,lost
ODI # 3970,04-Feb-18,India,6,South Africa,Centurion,won,119,1,20.3,5.8,119,2,9 wickets,won
ODI # 3971,07-Feb-18,SouthAfrica,3,India,Cape Town,won,179,10,40,4.47,304,2,124 runs,lost
ODI # 3971,07-Feb-18,India,6,South Africa,Cape Town,lost,303,6,50,6.06,,1,124 runs,won
ODI # 3973,10-Feb-18,SouthAfrica,3,India,Johannesburg,lost,207,5,25.3,8.11,202,2,5 wickets,won
ODI # 3973,10-Feb-18,India,6,South Africa,Johannesburg,won,289,7,50,5.78,,1,5 wickets,lost
ODI # 3976,13-Feb-18,SouthAfrica,3,India,Port Elizabeth,won,201,10,42.2,4.74,275,2,73 runs,lost
ODI # 3976,13-Feb-18,India,6,South Africa,Port Elizabeth,lost,274,7,50,5.48,,1,73 runs,won
ODI # 3978,16-Feb-18,SouthAfrica,3,India,Centurion,lost,204,10,46.5,4.35,,1,8 wickets,lost
ODI # 3978,16-Feb-18,India,6,South Africa,Centurion,won,206,2,32.1,6.4,205,2,8 wickets,won
ODI # 3980,25-Feb-18,Newzealad,5,England,Hamilton,won,287,7,49.2,5.81,285,2,3 wickets,won
ODI # 3980,25-Feb-18,England,1,New Zealand,Hamilton,lost,284,8,50,5.68,,1,3 wickets,lost
ODI # 3981,28-Feb-18,Newzealad,5,England,Mount Maunganui,lost,223,10,49.4,4.48,,1,6 wickets,lost
ODI # 3981,28-Feb-18,England,1,New Zealand,Mount Maunganui,won,225,4,37.5,5.94,224,2,6 wickets,won
ODI # 3982,03-Mar-18,Newzealad,5,England,Wellington,won,230,8,50,4.6,235,2,4 runs,lost
ODI # 3982,03-Mar-18,England,1,New Zealand,Wellington,lost,234,10,50,4.68,,1,4 runs,won
ODI # 3989,07-Mar-18,Newzealad,5,England,Dunedin,won,339,5,49.3,6.84,336,2,5 wickets,won
ODI # 3989,07-Mar-18,England,1,New Zealand,Dunedin,lost,335,9,50,6.7,,1,5 wickets,lost
ODI # 3992,10-Mar-18,Newzealad,5,England,Christchurch,lost,223,10,49.5,4.47,,1,7 wickets,lost
ODI # 3992,10-Mar-18,England,1,New Zealand,Christchurch,won,229,3,32.4,7.01,224,2,7 wickets,won
ODI # 3997,15-Mar-18,WestIndies,4,Afghanistan,Harare,won,197,8,50,3.94,,1,3 wickets,lost
ODI # 3997,15-Mar-18,Afghanistan,40,West Indies,Harare,lost,198,7,47.4,4.15,198,2,3 wickets,won
ODI # 4007,25-Mar-18,WestIndies,4,Afghanistan,Harare,won,204,10,46.5,4.35,,1,7 wickets,lost
ODI # 4007,25-Mar-18,Afghanistan,40,West Indies,Harare,lost,206,3,40.4,5.06,205,2,7 wickets,won
ODI # 4009,13-Jun-18,England,1,Australia,The Oval,lost,218,7,44,4.95,215,2,3 wickets,won
ODI # 4009,13-Jun-18,Australia,2,England,The Oval,won,214,10,47,4.55,,1,3 wickets,lost
ODI # 4010,16-Jun-18,England,1,Australia,Cardiff,lost,342,8,50,6.84,,1,38 runs,won
ODI # 4010,16-Jun-18,Australia,2,England,Cardiff,won,304,10,47.1,6.44,343,2,38 runs,lost
ODI # 4011,19-Jun-18,England,1,Australia,Nottingham,lost,481,6,50,9.62,,1,242 runs,won
ODI # 4011,19-Jun-18,Australia,2,England,Nottingham,won,239,10,37,6.45,482,2,242 runs,lost
ODI # 4012,21-Jun-18,England,1,Australia,Chester-le-Street,lost,314,4,44.4,7.02,311,2,6 wickets,won
ODI # 4012,21-Jun-18,Australia,2,England,Chester-le-Street,won,310,8,50,6.2,,1,6 wickets,lost
ODI # 4013,24-Jun-18,England,1,Australia,Manchester,lost,208,9,48.3,4.28,206,2,1 wickets,won
ODI # 4013,24-Jun-18,Australia,2,England,Manchester,won,205,10,34.4,5.91,,1,1 wickets,lost
ODI # 4014,12-Jul-18,India,6,England,Nottingham,won,269,2,40.1,6.69,269,2,8 wickets,won
ODI # 4014,12-Jul-18,England,1,India,Nottingham,lost,268,10,49.5,5.37,,1,8 wickets,lost
ODI # 4016,14-Jul-18,India,6,England,Lord's,lost,236,10,50,4.72,323,2,86 runs,lost
ODI # 4016,14-Jul-18,England,1,India,Lord's,won,322,7,50,6.44,,1,86 runs,won
ODI # 4018,17-Jul-18,India,6,England,Leeds,lost,256,8,50,5.12,,1,8 wickets,lost
ODI # 4018,17-Jul-18,England,1,India,Leeds,won,260,2,44.3,5.84,257,2,8 wickets,won
ODI # 4022,22-Jul-18,WestIndies,4,Bangladesh,Providence,lost,231,9,50,4.62,280,2,48 runs,lost
ODI # 4022,22-Jul-18,Bangladesh,25,West Indies,Providence,won,279,4,50,5.58,,1,48 runs,won
ODI # 4023,25-Jul-18,WestIndies,4,Bangladesh,Providence,lost,271,10,49.3,5.47,,1,3 runs,won
ODI # 4023,25-Jul-18,Bangladesh,25,West Indies,Providence,won,268,6,50,5.36,272,2,3 runs,lost
ODI # 4024,28-Jul-18,WestIndies,4,Bangladesh,Basseterre,lost,283,6,50,5.66,302,2,18 runs,lost
ODI # 4024,28-Jul-18,Bangladesh,25,West Indies,Basseterre,won,301,6,50,6.02,,1,18 runs,won
ODI # 4025,29-Jul-18,SriLanka,8,South Africa,Dambulla,won,193,10,34.3,5.59,,1,5 wickets,lost
ODI # 4025,29-Jul-18,SouthAfrica,3,Sri Lanka,Dambulla,lost,196,5,31,6.32,194,2,5 wickets,won
ODI # 4027,01-Aug-18,SriLanka,8,South Africa,Dambulla,won,244,8,50,4.88,,1,4 wickets,lost
ODI # 4027,01-Aug-18,SouthAfrica,3,Sri Lanka,Dambulla,lost,246,6,42.5,5.74,245,2,4 wickets,won
ODI # 4029,05-Aug-18,SriLanka,8,South Africa,Pallekele,won,285,10,45.2,6.28,364,2,78 runs,lost
ODI # 4029,05-Aug-18,SouthAfrica,3,Sri Lanka,Pallekele,lost,363,7,50,7.26,,1,78 runs,won
ODI # 4030,08-Aug-18,SriLanka,8,South Africa,Pallekele,lost,306,7,39,7.84,,1,3 runs,won
ODI # 4030,08-Aug-18,SouthAfrica,3,Sri Lanka,Pallekele,won,187,9,21,8.9,191,2,3 runs,lost
ODI # 4031,12-Aug-18,SriLanka,8,South Africa,Colombo (RPS),won,299,8,50,5.98,,1,178 runs,won
ODI # 4031,12-Aug-18,SouthAfrica,3,Sri Lanka,Colombo (RPS),lost,121,10,24.4,4.9,300,2,178 runs,lost
ODI # 4036,15-Sep-18,SriLanka,8,Bangladesh,Dubai (DSC),lost,124,10,35.2,3.5,262,2,137 runs,lost
ODI # 4036,15-Sep-18,Bangladesh,25,Sri Lanka,Dubai (DSC),won,261,10,49.3,5.27,,1,137 runs,won
ODI # 4038,17-Sep-18,SriLanka,8,Afghanistan,Abu Dhabi,lost,158,10,41.2,3.82,250,2,91 runs,lost
ODI # 4038,17-Sep-18,Afghanistan,40,Sri Lanka,Abu Dhabi,won,249,10,50,4.98,,1,91 runs,won
ODI # 4040,19-Sep-18,Pakistan,7,India,Dubai (DSC),won,162,10,43.1,3.75,,1,8 wickets,lost
ODI # 4040,19-Sep-18,India,6,Pakistan,Dubai (DSC),lost,164,2,29,5.65,163,2,8 wickets,won
ODI # 4041,20-Sep-18,Bangladesh,25,Afghanistan,Abu Dhabi,lost,119,10,42.1,2.82,256,2,136 runs,lost
ODI # 4041,20-Sep-18,Afghanistan,40,Bangladesh,Abu Dhabi,won,255,7,50,5.1,,1,136 runs,won
ODI # 4042,21-Sep-18,India,6,Bangladesh,Dubai (DSC),won,174,3,36.2,4.78,174,2,7 wickets,won
ODI # 4042,21-Sep-18,Bangladesh,25,India,Dubai (DSC),lost,173,10,49.1,3.51,,1,7 wickets,lost
ODI # 4043,21-Sep-18,Pakistan,7,Afghanistan,Abu Dhabi,lost,258,7,49.3,5.21,258,2,3 wickets,won
ODI # 4043,21-Sep-18,Afghanistan,40,Pakistan,Abu Dhabi,won,257,6,50,5.14,,1,3 wickets,lost
ODI # 4044,23-Sep-18,Pakistan,7,India,Dubai (DSC),won,237,7,50,4.74,,1,9 wickets,lost
ODI # 4044,23-Sep-18,India,6,Pakistan,Dubai (DSC),lost,238,1,39.3,6.02,238,2,9 wickets,won
ODI # 4045,23-Sep-18,Bangladesh,25,Afghanistan,Abu Dhabi,won,249,7,50,4.98,,1,3 runs,won
ODI # 4045,23-Sep-18,Afghanistan,40,Bangladesh,Abu Dhabi,lost,246,7,50,4.92,250,2,3 runs,lost
ODI # 4047,26-Sep-18,Pakistan,7,Bangladesh,Abu Dhabi,lost,202,9,50,4.04,240,2,37 runs,lost
ODI # 4047,26-Sep-18,Bangladesh,25,Pakistan,Abu Dhabi,won,239,10,48.5,4.89,,1,37 runs,won
ODI # 4048,28-Sep-18,India,6,Bangladesh,Dubai (DSC),won,223,7,50,4.46,223,2,3 wickets,won
ODI # 4048,28-Sep-18,Bangladesh,25,India,Dubai (DSC),lost,222,10,48.3,4.57,,1,3 wickets,lost
ODI # 4053,13-Oct-18,SriLanka,8,England,Dambulla,won,140,5,29,4.82,172,2,31 runs,lost
ODI # 4053,13-Oct-18,England,1,Sri Lanka,Dambulla,lost,278,9,50,5.56,,1,31 runs,won
ODI # 4054,17-Oct-18,SriLanka,8,England,Pallekele,lost,150,9,21,7.14,,1,7 wickets,lost
ODI # 4054,17-Oct-18,England,1,Sri Lanka,Pallekele,won,153,3,18.3,8.27,151,2,7 wickets,won
ODI # 4055,20-Oct-18,SriLanka,8,England,Pallekele,lost,273,7,50,5.46,,1,18 runs,lost
ODI # 4055,20-Oct-18,England,1,Sri Lanka,Pallekele,won,132,2,27,4.88,115,2,18 runs,won
ODI # 4056,21-Oct-18,WestIndies,4,India,Guwahati,lost,322,8,50,6.44,,1,8 wickets,lost
ODI # 4056,21-Oct-18,India,6,West Indies,Guwahati,won,326,2,42.1,7.73,323,2,8 wickets,won
ODI # 4058,23-Oct-18,SriLanka,8,England,Colombo (RPS),won,366,6,50,7.32,,1,219 runs,won
ODI # 4058,23-Oct-18,England,1,Sri Lanka,Colombo (RPS),lost,132,9,26.1,5.04,352,2,219 runs,lost
ODI # 4062,27-Oct-18,WestIndies,4,India,Pune,lost,283,9,50,5.66,,1,43 runs,won
ODI # 4062,27-Oct-18,India,6,West Indies,Pune,won,240,10,47.4,5.03,284,2,43 runs,lost
ODI # 4063,29-Oct-18,WestIndies,4,India,Mumbai (BS),lost,153,10,36.2,4.21,378,2,224 runs,lost
